BMapID	ExpID	Exp Name	Year	1st Author	PubMed	Diagnosis	Stimulus Mod	Stimulus Type	Response Mod	Response Type	Instructions	Context	Paradigm	Behavior	Activation	#Subj
5070118	6	Remembered Saccades vs. Reflexive Saccades, Decreases	Brain	1994	Anderson T J	7953589	Normals	Auditory, Visual	Abstract/Geometrical, Tones	Ocular	Saccades	Attend, Recall	Normal Mapping	Saccades	Action.Execution, Cognition.Memory.Working, Perception.Vision.Motion	N	8
5070119	1	Response Inhibition	European Archives of Psychiatry and Clinical Neuroscience	2004	Asahi S	15309395	Normals	Visual	Letters	Hand	Button Press	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	17
5070120	1	Attention vs. Fixation	Journal of Neuroscience	2003	Astafiev S V	12805308	Normals	Visual	Digits, Fixation Point, Symbols	None	None	Attend, Fixate	Normal Mapping	Visual Distractor/Visual Attention	Cognition.Attention	Y	15
5070120	2	Saccade vs. Fixation	Journal of Neuroscience	2003	Astafiev S V	12805308	Normals	Visual	Fixation Point, Symbols	None, Ocular	None, Saccades	Attend, Fixate	Normal Mapping	Saccades	Action.Execution, Perception.Vision.Motion	Y	15
5070120	3	Pointing vs. Fixation	Journal of Neuroscience	2003	Astafiev S V	12805308	Normals	Visual	Fixation Point, Shapes	Hand, None	None, Point	Fixate, Move	Normal Mapping	Pointing	Action.Execution	Y	15
5070120	4	Attention > Saccade	Journal of Neuroscience	2003	Astafiev S V	12805308	Normals	Visual	Digits, Fixation Point, Symbols	None, Ocular	None, Saccades	Attend	Normal Mapping	Visual Distractor/Visual Attention	Cognition.Attention	Y	15
5070120	5	Pointing > Saccade	Journal of Neuroscience	2003	Astafiev S V	12805308	Normals	Visual	Fixation Point, Shapes, Symbols	Hand, Ocular	Point, Saccades	Attend, Move	Normal Mapping	Pointing	Action.Execution	Y	15
5070120	6	Pointing > Attention	Journal of Neuroscience	2003	Astafiev S V	12805308	Normals	Visual	Digits, Fixation Point, Shapes, Symbols	Hand, None	None, Point	Attend, Move	Normal Mapping	Pointing	Action.Execution	Y	15
5070121	1	Shifts of Attention vs. Fixation	NeuroImage	2001	Beauchamp M S	11467905	Normals	Visual	Fixation Point, Shapes	None, Ocular	None, Saccades	Detect, Fixate	Normal Mapping	Visual Distractor/Visual Attention	Cognition.Attention	Y	9
5070122	1	Response Inhibition	Neuropsychologia	2004	Bellgrove M A	15381021	Normals	Visual	Letters	Hand	Button Press	Attend, Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	42
5070123	1	Visual Pursuit Tracking and Visually Guided Saccades	Human Brain Mapping	1999	Berman R A	10619415	Normals	Visual	Abstract/Geometrical, Fixation Point	None, Ocular	None, Saccades	Fixate, Track	Normal Mapping	Saccades, Visual Pursuit/Tracking	Action.Execution, Perception.Vision.Motion	Y	11
5070124	1	WCST > Control	Neuropsychologia	1995	Berman K F	8524452	Normals	Visual	Pictures	Hand	Button Press	Discriminate	Normal Mapping	Wisconsin Card Sorting Test	Cognition.Attention, Cognition.Reasoning	Y	40
5070125	1	WCS - WCScon, Lupron	Proceedings of the National Academy of Sciences	1997	Berman K F	9238064	Menstrually-Related Mood Disorder	Visual	Pictures	Hand	Button Press	Discriminate	Disease Effects, Drug Effects	Wisconsin Card Sorting Test	Cognition.Attention, Cognition.Reasoning, Pharmacology.Steroids and Hormones	Y	5
5070125	2	WCS - WCScon, Lupron and Progesterone	Proceedings of the National Academy of Sciences	1997	Berman K F	9238064	Menstrually-Related Mood Disorder	Visual	Pictures	Hand	Button Press	Discriminate	Disease Effects, Drug Effects	Wisconsin Card Sorting Test	Cognition.Attention, Cognition.Reasoning, Pharmacology.Steroids and Hormones	Y	5
5070125	3	WCS - WCScon, Lupron and Estrogen	Proceedings of the National Academy of Sciences	1997	Berman K F	9238064	Menstrually-Related Mood Disorder	Visual	Pictures	Hand	Button Press	Discriminate	Disease Effects, Drug Effects	Wisconsin Card Sorting Test	Cognition.Attention, Cognition.Reasoning, Pharmacology.Steroids and Hormones	Y	5
5070125	4	Estrogen - Lupron	Proceedings of the National Academy of Sciences	1997	Berman K F	9238064	Menstrually-Related Mood Disorder	Visual	Pictures	Hand	Button Press	Discriminate	Disease Effects, Drug Effects	Wisconsin Card Sorting Test	Cognition.Attention, Cognition.Reasoning, Pharmacology.Steroids and Hormones	Y	5
5070125	5	Progesterone - Lupron	Proceedings of the National Academy of Sciences	1997	Berman K F	9238064	Menstrually-Related Mood Disorder	Visual	Pictures	Hand	Button Press	Discriminate	Disease Effects, Drug Effects	Wisconsin Card Sorting Test	Cognition.Attention, Cognition.Reasoning, Pharmacology.Steroids and Hormones	Y	5
5070125	6	Estrogen - Progesterone	Proceedings of the National Academy of Sciences	1997	Berman K F	9238064	Menstrually-Related Mood Disorder	Visual	Pictures	Hand	Button Press	Discriminate	Disease Effects, Drug Effects	Wisconsin Card Sorting Test	Cognition.Attention, Cognition.Reasoning, Pharmacology.Steroids and Hormones	Y	5
5070126	1	Word > Nonword	Journal of Cognitive Neuroscience	2003	Binder J R	12729490	Normals	Visual	Pseudowords, Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	Y	24
5070126	2	Nonword > Word	Journal of Cognitive Neuroscience	2003	Binder J R	12729490	Normals	Visual	Pseudowords, Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	Y	24
5070126	3	Lo > Hi	Journal of Cognitive Neuroscience	2003	Binder J R	12729490	Normals	Visual	Pseudowords, Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Orthography	Y	24
5070126	4	LoWord > HiWord	Journal of Cognitive Neuroscience	2003	Binder J R	12729490	Normals	Visual	Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Orthography	Y	24
5070126	5	LoNon > HiNon	Journal of Cognitive Neuroscience	2003	Binder J R	12729490	Normals	Visual	Pseudowords	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Orthography	Y	24
5070127	1	Regions Similarly Activated By VA and ER Tasks	Neuropsychologia	2003	Cabeza R	12457763	Normals	None, Visual	Letters, None, Words	Hand, None	Button Press, None	Discriminate, Passive/Rest, Recall	Normal Mapping	Cued Explicit Recognition/Recall, Visual Distractor/Visual Attention	Cognition.Attention, Cognition.Memory.Explicit	Y	20
5070127	2	ER > VA	Neuropsychologia	2003	Cabeza R	12457763	Normals	Visual	Letters, Words	Hand	Button Press	Discriminate, Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	20
5070127	3	VA > ER	Neuropsychologia	2003	Cabeza R	12457763	Normals	Visual	Letters, Words	Hand	Button Press	Discriminate, Recall	Normal Mapping	Visual Distractor/Visual Attention	Cognition.Attention	Y	20
5070128	1	Conjunction of LVF and RVF Relative to Rest	Brain	2000	Cohen L G	10648437	Normals	None, Visual	Letters, None, Words	None	None	Passive/Rest, Read, Repeat	Normal Mapping	Reading (Covert)	Cognition.Language.Orthography	Y	5
5070129	1	Alphabetic, 550 ms vs. Checkerboards	Brain	2002	Cohen L G	11960895	Normals	Visual	Abstract/Geometrical, Letters, Words	None	None	Attend, Read	Normal Mapping	Reading (Covert)	Cognition.Language.Orthography	Y	7
5070129	2	Alphabetic, 2200 ms vs. Checkerboards	Brain	2002	Cohen L G	11960895	Normals	Visual	Abstract/Geometrical, Letters, Words	None	None	Attend, Read	Normal Mapping	Reading (Covert)	Cognition.Language.Orthography	Y	9
5070130	1	Alphabetic Stimuli vs. Fixation	Cerebral Cortex	2003	Cohen L G	14615297	Normals	Visual	Fixation Point, Letters, Words	None	None	Attend, Fixate, Read	Normal Mapping	Passive Viewing, Reading (Covert)	Cognition.Language.Orthography	Y	9
5070130	2	Alphabetic Stimuli vs. Checkerboards	Cerebral Cortex	2003	Cohen L G	14615297	Normals	Visual	Abstract/Geometrical, Letters, Words	None	None	Attend, Read	Normal Mapping	Passive Viewing, Reading (Covert)	Cognition.Language.Orthography	Y	9
5070130	3	Words vs. Consonant Strings	Cerebral Cortex	2003	Cohen L G	14615297	Normals	Visual	Letters, Words	None	None	Attend, Read	Normal Mapping	Reading (Covert)	Cognition.Language.Orthography, Cognition.Language.Semantics	Y	9
5070130	4	Consonant Strings vs. Words	Cerebral Cortex	2003	Cohen L G	14615297	Normals	Visual	Letters, Words	None	None	Attend, Read	Normal Mapping	Reading (Covert)	Cognition.Language.Orthography, Cognition.Language.Semantics	N	9
5070131	1	Pro-Saccade vs. Fixation	Journal of Neurophysiology	2000	Connolly J D	10980034	Normals	Visual	Abstract/Geometrical, None	None, Ocular	None, Saccades	Attend, Fixate	Normal Mapping	Saccades	Action.Execution, Perception.Vision.Motion	Y	7
5070131	2	Anti-Saccade vs. Fixation	Journal of Neurophysiology	2000	Connolly J D	10980034	Normals	Visual	Abstract/Geometrical, None	None, Ocular	None, Saccades	Attend, Fixate	Normal Mapping	Anti-Saccades	Action.Inhibition, Perception.Vision.Motion	Y	7
5070131	3	Pro-Pointing vs. Fixation 	Journal of Neurophysiology	2000	Connolly J D	10980034	Normals	Visual	Abstract/Geometrical, None	Hand, None	None, Point	Fixate, Move	Normal Mapping	Pointing	Action.Execution	Y	7
5070131	4	Anti-Pointing vs. Fixation	Journal of Neurophysiology	2000	Connolly J D	10980034	Normals	Visual	Abstract/Geometrical, Fixation Point, None	Hand, None	None, Point	Fixate, Move	Normal Mapping	Pointing	Action.Inhibition	Y	7
5070133	1	Saccades vs. Rest	European Journal of Neuroscience	1998	Dejardin S	9749761	Normals	None	None	None, Ocular	None, Saccades	Attend, Passive/Rest	Normal Mapping	Saccades	Action.Execution, Perception.Vision.Motion	Y	6
5070134	1	Tonic Activations for Fixed and Random SART	Cognitive Brain Research	2004	Fassbender C	15183386	Normals	Visual	Digits	Hand	Button Press	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	21
5070134	2	Activations For Correct Inhibitions	Cognitive Brain Research	2004	Fassbender C	15183386	Normals	Visual	Digits	Hand	Button Press	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	21
5070134	3	Activations For Commission Errors	Cognitive Brain Research	2004	Fassbender C	15183386	Normals	Visual	Digits	Hand	Button Press	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	21
5070135	1	Words vs. Pseudowords	Journal of Cognitive Neuroscience	2002	Fiebach C J	11798383	Normals	Visual	Pseudowords, Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	Y	12
5070135	2	Low vs. High Frequency Words	Journal of Cognitive Neuroscience	2002	Fiebach C J	11798383	Normals	Visual	Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	Y	12
5070135	3	Pseudowords vs. High Frequency Words	Journal of Cognitive Neuroscience	2002	Fiebach C J	11798383	Normals	Visual	Pseudowords, Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	Y	12
5070136	1	Response Inhibition	Proceedings of the National Academy of Sciences	1999	Garavan H	10393989	Normals	Visual	Letters	Hand, None	Button Press, None	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	14
5070137	1	WCST - CON, Activations	NeuroImage	1998	Goldberg T E	9626670	Normals	Visual	Pictures	Hand	Button Press	Discriminate	Normal Mapping	Wisconsin Card Sorting Test	Cognition.Attention, Cognition.Reasoning	Y	12
5070137	2	WCST - CON, Deactivations	NeuroImage	1998	Goldberg T E	9626670	Normals	Visual	Pictures	Hand	Button Press	Discriminate	Normal Mapping	Wisconsin Card Sorting Test	Cognition.Attention, Cognition.Reasoning	N	12
5070137	3	WCSTSHAD - CONSHAD, Activations	NeuroImage	1998	Goldberg T E	9626670	Normals	Auditory, Visual	Pictures, Words	Hand, Oral/Facial	Button Press, Speech	Discriminate, Repeat	Normal Mapping	Wisconsin Card Sorting Test	Cognition.Attention, Cognition.Reasoning	Y	12
5070137	4	WCSTSHAD - CONSHAD, Deactivations	NeuroImage	1998	Goldberg T E	9626670	Normals	Auditory, Visual	Pictures, Words	Hand, Oral/Facial	Button Press, Speech	Discriminate, Repeat	Normal Mapping	Wisconsin Card Sorting Test	Cognition.Attention, Cognition.Reasoning	N	12
5070137	5	(WCSTSHAD - CONSHAD) > (WCST - CON)	NeuroImage	1998	Goldberg T E	9626670	Normals	Auditory, Visual	Pictures, Words	Hand, Oral/Facial	Button Press, Speech	Discriminate, Repeat	Normal Mapping	Wisconsin Card Sorting Test	Cognition.Attention, Cognition.Reasoning	Y	12
5070137	6	(WCSTSHAD - CONSHAD) < (WCST - CON)	NeuroImage	1998	Goldberg T E	9626670	Normals	Auditory, Visual	Pictures, Words	Hand, Oral/Facial	Button Press, Speech	Discriminate, Repeat	Normal Mapping	Wisconsin Card Sorting Test	Cognition.Attention, Cognition.Reasoning	Y	12
5070138	1	PH with Words, Increases	Brain and Language	2001	Haist F	11247649	Normals	Visual	Pseudowords, Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	Y	15
5070138	2	PH with Words, Decreases	Brain and Language	2001	Haist F	11247649	Normals	Visual	Pseudowords, Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	N	15
5070138	3	PH with Pseudohomophones, Increases	Brain and Language	2001	Haist F	11247649	Normals	Visual	Pseudowords, Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	Y	15
5070138	4	PH with Pseudohomophones, Decreases	Brain and Language	2001	Haist F	11247649	Normals	Visual	Pseudowords, Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	N	15
5070138	5	PW with Words, Decreases	Brain and Language	2001	Haist F	11247649	Normals	Visual	Pseudowords, Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	N	15
5070138	6	PW with Pseudowords, Increases	Brain and Language	2001	Haist F	11247649	Normals	Visual	Pseudowords, Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	Y	15
5070138	7	PW with Pseudowords, Decreases	Brain and Language	2001	Haist F	11247649	Normals	Visual	Pseudowords, Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	N	15
5070139	1	Cued and Uncued Successful Response Inhibition	Journal of Cognitive Neuroscience	2004	Hester R L	15200705	Normals	Visual	Letters	Hand	Button Press	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	15
5070139	2	Cued vs. Uncued, Increases	Journal of Cognitive Neuroscience	2004	Hester R L	15200705	Normals	Visual	Letters	Hand	Button Press	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	15
5070139	3	Cued vs. Uncued, Decreases	Journal of Cognitive Neuroscience	2004	Hester R L	15200705	Normals	Visual	Letters	Hand	Button Press	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	N	15
5070140	1	Go/No-Go > Go	Neuropsychologia	2003	Horn N R	14572528	Normals	Visual	Letters	Hand	Button Press	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	21
5070141	1	Negative - Neutral Feedback	NeuroImage	2004	Jimura K	15275914	Normals	Visual	Letters, Pictures, Shapes	Hand	Button Press	Discriminate	Normal Mapping	Wisconsin Card Sorting Test	Cognition.Attention, Cognition.Reasoning	Y	21
5070142	1	Writing - Naming	Human Brain Mapping	2001	Katanoda K	11284045	Normals	Visual	Pictures	Hand, None	None, Write	Name	Normal Mapping	Naming (Covert), Writing	Action.Execution	Y	17
5070142	2	Writing - Tapping	Human Brain Mapping	2001	Katanoda K	11284045	Normals	Visual	Fixation Point, Pictures	Hand	Flexion/Extension, Write	Discriminate, Name	Normal Mapping	Naming (Covert), Writing	Cognition.Language.Semantics, Cognition.Language.Speech	Y	17
5070142	3	Conjunction between Writing - Naming and Writing - Tapping	Human Brain Mapping	2001	Katanoda K	11284045	Normals	Visual	Fixation Point, Pictures	Hand, None	Flexion/Extension, None, Write	Discriminate, Name	Normal Mapping	Naming (Covert), Writing	Action.Execution, Cognition.Language.Semantics, Cognition.Language.Speech	Y	17
5070143	1	Learning vs. Control	Experimental Brain Research	1998	Kawashima R	9772106	Normals	Auditory, Visual	Abstract/Geometrical, Tones	None	None	Encode, Fixate	Normal Mapping	Encoding	Cognition.Memory.Working, Perception.Vision.Motion	Y	9
5070143	2	Saccades vs. Control	Experimental Brain Research	1998	Kawashima R	9772106	Normals	Auditory, Visual	Abstract/Geometrical, Tones	None, Ocular	None, Saccades	Attend, Fixate	Normal Mapping	Saccades	Action.Execution, Perception.Vision.Motion	Y	9
5070143	3	Learning vs. Saccade	Experimental Brain Research	1998	Kawashima R	9772106	Normals	Auditory, Visual	Abstract/Geometrical, Tones	None, Ocular	None, Saccades	Attend, Encode	Normal Mapping	Encoding	Cognition.Memory.Working	Y	9
5070143	4	Saccade vs. Learning	Experimental Brain Research	1998	Kawashima R	9772106	Normals	Auditory, Visual	Abstract/Geometrical, Tones	None, Ocular	None, Saccades	Attend, Encode	Normal Mapping	Saccades	Action.Execution, Perception.Vision.Motion	Y	9
5070144	1	Fast and Slow Successful Response Inhibitions	European Journal of Neuroscience	2004	Kelly A M	15182319	Normals	Visual	Letters	Hand	Button Press	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	15
5070144	2	Fast > Slow Stops	European Journal of Neuroscience	2004	Kelly A M	15182319	Normals	Visual	Letters	Hand	Button Press	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	15
5070144	3	Slow > Fast Stops	European Journal of Neuroscience	2004	Kelly A M	15182319	Normals	Visual	Letters	Hand	Button Press	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	15
5070145	1	Saccade vs. Fixation 	Experimental Brain Research	2001	Kimmig H	11713630	Normals	Visual	Fixation Point, Shapes	None, Ocular	None, Saccades	Attend, Fixate	Normal Mapping	Saccades	Action.Execution, Perception.Vision.Motion	Y	15
5070145	2	Pro-Saccade and Anti-Saccade	Experimental Brain Research	2001	Kimmig H	11713630	Normals	Visual	Shapes	Ocular	Saccades	Attend	Normal Mapping	Anti-Saccades, Saccades	Action.Execution, Action.Inhibition, Perception.Vision.Motion	Y	15
5070146	1	Predictable and Unpredictable Saccades vs. Fixation	NeuroImage	2004	Konen C S	15110020	Normals	Visual	Fixation Point, Shapes	None, Ocular	None, Saccades	Attend, Fixate	Normal Mapping	Saccades	Action.Execution, Perception.Vision.Motion	Y	11
5070146	2	Oscillatory Saccades vs. Fixation	NeuroImage	2004	Konen C S	15110020	Normals	Visual	Fixation Point, Shapes	None, Ocular	None, Saccades	Attend, Fixate	Normal Mapping	Saccades	Action.Execution, Perception.Vision.Motion	Y	11
